"gene","module_name"
"CYTH1","<a href=""./htmls/PPI-STRING_Consensus_mod60.html"">PPI-STRING_Consensus_mod60<a>"
"CYTH2","<a href=""./htmls/PPI-STRING_Consensus_mod60.html"">PPI-STRING_Consensus_mod60<a>"
"CYTH3","<a href=""./htmls/PPI-STRING_Consensus_mod60.html"">PPI-STRING_Consensus_mod60<a>"
"CYTH4","<a href=""./htmls/PPI-STRING_Consensus_mod60.html"">PPI-STRING_Consensus_mod60<a>"
"FBXO8","<a href=""./htmls/PPI-STRING_Consensus_mod60.html"">PPI-STRING_Consensus_mod60<a>"
"GBF1","<a href=""./htmls/PPI-STRING_Consensus_mod60.html"">PPI-STRING_Consensus_mod60<a>"
"IQSEC1","<a href=""./htmls/PPI-STRING_Consensus_mod60.html"">PPI-STRING_Consensus_mod60<a>"
"IQSEC2","<a href=""./htmls/PPI-STRING_Consensus_mod60.html"">PPI-STRING_Consensus_mod60<a>"
"IQSEC3","<a href=""./htmls/PPI-STRING_Consensus_mod60.html"">PPI-STRING_Consensus_mod60<a>"
"KDELR1","<a href=""./htmls/PPI-STRING_Consensus_mod60.html"">PPI-STRING_Consensus_mod60<a>"
"KDELR2","<a href=""./htmls/PPI-STRING_Consensus_mod60.html"">PPI-STRING_Consensus_mod60<a>"
"KDELR3","<a href=""./htmls/PPI-STRING_Consensus_mod60.html"">PPI-STRING_Consensus_mod60<a>"
"PSD2","<a href=""./htmls/PPI-STRING_Consensus_mod60.html"">PPI-STRING_Consensus_mod60<a>"
"PSD3","<a href=""./htmls/PPI-STRING_Consensus_mod60.html"">PPI-STRING_Consensus_mod60<a>"
"PSD4","<a href=""./htmls/PPI-STRING_Consensus_mod60.html"">PPI-STRING_Consensus_mod60<a>"
"SMAP1","<a href=""./htmls/PPI-STRING_Consensus_mod60.html"">PPI-STRING_Consensus_mod60<a>"
"SMAP2","<a href=""./htmls/PPI-STRING_Consensus_mod60.html"">PPI-STRING_Consensus_mod60<a>"
"UNC50","<a href=""./htmls/PPI-STRING_Consensus_mod60.html"">PPI-STRING_Consensus_mod60<a>"
"ADH1A","<a href=""./htmls/PPI-STRING_Consensus_mod61.html"">PPI-STRING_Consensus_mod61<a>"
"ADH1B","<a href=""./htmls/PPI-STRING_Consensus_mod61.html"">PPI-STRING_Consensus_mod61<a>"
"ADH4","<a href=""./htmls/PPI-STRING_Consensus_mod61.html"">PPI-STRING_Consensus_mod61<a>"
"ADH5","<a href=""./htmls/PPI-STRING_Consensus_mod61.html"">PPI-STRING_Consensus_mod61<a>"
"ADH6","<a href=""./htmls/PPI-STRING_Consensus_mod61.html"">PPI-STRING_Consensus_mod61<a>"
"ADH7","<a href=""./htmls/PPI-STRING_Consensus_mod61.html"">PPI-STRING_Consensus_mod61<a>"
"C2orf50","<a href=""./htmls/PPI-STRING_Consensus_mod61.html"">PPI-STRING_Consensus_mod61<a>"
"EPHX1","<a href=""./htmls/PPI-STRING_Consensus_mod61.html"">PPI-STRING_Consensus_mod61<a>"
"GGT1","<a href=""./htmls/PPI-STRING_Consensus_mod61.html"">PPI-STRING_Consensus_mod61<a>"
"GGT5","<a href=""./htmls/PPI-STRING_Consensus_mod61.html"">PPI-STRING_Consensus_mod61<a>"
"GGT6","<a href=""./htmls/PPI-STRING_Consensus_mod61.html"">PPI-STRING_Consensus_mod61<a>"
"GGT7","<a href=""./htmls/PPI-STRING_Consensus_mod61.html"">PPI-STRING_Consensus_mod61<a>"
"GPX1","<a href=""./htmls/PPI-STRING_Consensus_mod61.html"">PPI-STRING_Consensus_mod61<a>"
"GPX2","<a href=""./htmls/PPI-STRING_Consensus_mod61.html"">PPI-STRING_Consensus_mod61<a>"
"GPX3","<a href=""./htmls/PPI-STRING_Consensus_mod61.html"">PPI-STRING_Consensus_mod61<a>"
"GPX4","<a href=""./htmls/PPI-STRING_Consensus_mod61.html"">PPI-STRING_Consensus_mod61<a>"
"GPX6","<a href=""./htmls/PPI-STRING_Consensus_mod61.html"">PPI-STRING_Consensus_mod61<a>"
"GPX7","<a href=""./htmls/PPI-STRING_Consensus_mod61.html"">PPI-STRING_Consensus_mod61<a>"
"GPX8","<a href=""./htmls/PPI-STRING_Consensus_mod61.html"">PPI-STRING_Consensus_mod61<a>"
"GSS","<a href=""./htmls/PPI-STRING_Consensus_mod61.html"">PPI-STRING_Consensus_mod61<a>"
"GSTA1","<a href=""./htmls/PPI-STRING_Consensus_mod61.html"">PPI-STRING_Consensus_mod61<a>"
"GSTA2","<a href=""./htmls/PPI-STRING_Consensus_mod61.html"">PPI-STRING_Consensus_mod61<a>"
"GSTA3","<a href=""./htmls/PPI-STRING_Consensus_mod61.html"">PPI-STRING_Consensus_mod61<a>"
"GSTA4","<a href=""./htmls/PPI-STRING_Consensus_mod61.html"">PPI-STRING_Consensus_mod61<a>"
"GSTA5","<a href=""./htmls/PPI-STRING_Consensus_mod61.html"">PPI-STRING_Consensus_mod61<a>"
"GSTK1","<a href=""./htmls/PPI-STRING_Consensus_mod61.html"">PPI-STRING_Consensus_mod61<a>"
"GSTM1","<a href=""./htmls/PPI-STRING_Consensus_mod61.html"">PPI-STRING_Consensus_mod61<a>"
"GSTM2","<a href=""./htmls/PPI-STRING_Consensus_mod61.html"">PPI-STRING_Consensus_mod61<a>"
"GSTM3","<a href=""./htmls/PPI-STRING_Consensus_mod61.html"">PPI-STRING_Consensus_mod61<a>"
"GSTM4","<a href=""./htmls/PPI-STRING_Consensus_mod61.html"">PPI-STRING_Consensus_mod61<a>"
"GSTM5","<a href=""./htmls/PPI-STRING_Consensus_mod61.html"">PPI-STRING_Consensus_mod61<a>"
"GSTO1","<a href=""./htmls/PPI-STRING_Consensus_mod61.html"">PPI-STRING_Consensus_mod61<a>"
"GSTO2","<a href=""./htmls/PPI-STRING_Consensus_mod61.html"">PPI-STRING_Consensus_mod61<a>"
"GSTP1","<a href=""./htmls/PPI-STRING_Consensus_mod61.html"">PPI-STRING_Consensus_mod61<a>"
"GSTT1","<a href=""./htmls/PPI-STRING_Consensus_mod61.html"">PPI-STRING_Consensus_mod61<a>"
"GSTT2B","<a href=""./htmls/PPI-STRING_Consensus_mod61.html"">PPI-STRING_Consensus_mod61<a>"
"LTC4S","<a href=""./htmls/PPI-STRING_Consensus_mod61.html"">PPI-STRING_Consensus_mod61<a>"
"MGST1","<a href=""./htmls/PPI-STRING_Consensus_mod61.html"">PPI-STRING_Consensus_mod61<a>"
"MGST2","<a href=""./htmls/PPI-STRING_Consensus_mod61.html"">PPI-STRING_Consensus_mod61<a>"
"MGST3","<a href=""./htmls/PPI-STRING_Consensus_mod61.html"">PPI-STRING_Consensus_mod61<a>"
"TXNDC12","<a href=""./htmls/PPI-STRING_Consensus_mod61.html"">PPI-STRING_Consensus_mod61<a>"
"SLC6A1","<a href=""./htmls/PPI-STRING_Consensus_mod62.html"">PPI-STRING_Consensus_mod62<a>"
"SLC6A11","<a href=""./htmls/PPI-STRING_Consensus_mod62.html"">PPI-STRING_Consensus_mod62<a>"
"SLC6A12","<a href=""./htmls/PPI-STRING_Consensus_mod62.html"">PPI-STRING_Consensus_mod62<a>"
"SLC6A13","<a href=""./htmls/PPI-STRING_Consensus_mod62.html"">PPI-STRING_Consensus_mod62<a>"
"SLC6A14","<a href=""./htmls/PPI-STRING_Consensus_mod62.html"">PPI-STRING_Consensus_mod62<a>"
"SLC6A15","<a href=""./htmls/PPI-STRING_Consensus_mod62.html"">PPI-STRING_Consensus_mod62<a>"
"SLC6A17","<a href=""./htmls/PPI-STRING_Consensus_mod62.html"">PPI-STRING_Consensus_mod62<a>"
"SLC6A18","<a href=""./htmls/PPI-STRING_Consensus_mod62.html"">PPI-STRING_Consensus_mod62<a>"
"SLC6A19","<a href=""./htmls/PPI-STRING_Consensus_mod62.html"">PPI-STRING_Consensus_mod62<a>"
"SLC6A2","<a href=""./htmls/PPI-STRING_Consensus_mod62.html"">PPI-STRING_Consensus_mod62<a>"
"SLC6A20","<a href=""./htmls/PPI-STRING_Consensus_mod62.html"">PPI-STRING_Consensus_mod62<a>"
"SLC6A4","<a href=""./htmls/PPI-STRING_Consensus_mod62.html"">PPI-STRING_Consensus_mod62<a>"
"SLC6A5","<a href=""./htmls/PPI-STRING_Consensus_mod62.html"">PPI-STRING_Consensus_mod62<a>"
"SLC6A6","<a href=""./htmls/PPI-STRING_Consensus_mod62.html"">PPI-STRING_Consensus_mod62<a>"
"SLC6A7","<a href=""./htmls/PPI-STRING_Consensus_mod62.html"">PPI-STRING_Consensus_mod62<a>"
"SLC6A8","<a href=""./htmls/PPI-STRING_Consensus_mod62.html"">PPI-STRING_Consensus_mod62<a>"
"SLC6A9","<a href=""./htmls/PPI-STRING_Consensus_mod62.html"">PPI-STRING_Consensus_mod62<a>"
"TMEM27","<a href=""./htmls/PPI-STRING_Consensus_mod62.html"">PPI-STRING_Consensus_mod62<a>"
"ADNP","<a href=""./htmls/PPI-STRING_Consensus_mod63.html"">PPI-STRING_Consensus_mod63<a>"
"ADNP2","<a href=""./htmls/PPI-STRING_Consensus_mod63.html"">PPI-STRING_Consensus_mod63<a>"
"AHDC1","<a href=""./htmls/PPI-STRING_Consensus_mod63.html"">PPI-STRING_Consensus_mod63<a>"
"ARID5B","<a href=""./htmls/PPI-STRING_Consensus_mod63.html"">PPI-STRING_Consensus_mod63<a>"
"AUTS2","<a href=""./htmls/PPI-STRING_Consensus_mod63.html"">PPI-STRING_Consensus_mod63<a>"
"BAHD1","<a href=""./htmls/PPI-STRING_Consensus_mod63.html"">PPI-STRING_Consensus_mod63<a>"
"BRMS1L","<a href=""./htmls/PPI-STRING_Consensus_mod63.html"">PPI-STRING_Consensus_mod63<a>"
"C10orf12","<a href=""./htmls/PPI-STRING_Consensus_mod63.html"">PPI-STRING_Consensus_mod63<a>"
"C11orf30","<a href=""./htmls/PPI-STRING_Consensus_mod63.html"">PPI-STRING_Consensus_mod63<a>"
"CDK2AP2","<a href=""./htmls/PPI-STRING_Consensus_mod63.html"">PPI-STRING_Consensus_mod63<a>"
"DBC1","<a href=""./htmls/PPI-STRING_Consensus_mod63.html"">PPI-STRING_Consensus_mod63<a>"
"DNMT3L","<a href=""./htmls/PPI-STRING_Consensus_mod63.html"">PPI-STRING_Consensus_mod63<a>"
"DNTTIP1","<a href=""./htmls/PPI-STRING_Consensus_mod63.html"">PPI-STRING_Consensus_mod63<a>"
"EWSR1","<a href=""./htmls/PPI-STRING_Consensus_mod63.html"">PPI-STRING_Consensus_mod63<a>"
"FAM64A","<a href=""./htmls/PPI-STRING_Consensus_mod63.html"">PPI-STRING_Consensus_mod63<a>"
"GATAD1","<a href=""./htmls/PPI-STRING_Consensus_mod63.html"">PPI-STRING_Consensus_mod63<a>"
"GATAD2B","<a href=""./htmls/PPI-STRING_Consensus_mod63.html"">PPI-STRING_Consensus_mod63<a>"
"GPATCH2","<a href=""./htmls/PPI-STRING_Consensus_mod63.html"">PPI-STRING_Consensus_mod63<a>"
"H1FNT","<a href=""./htmls/PPI-STRING_Consensus_mod63.html"">PPI-STRING_Consensus_mod63<a>"
"HINFP","<a href=""./htmls/PPI-STRING_Consensus_mod63.html"">PPI-STRING_Consensus_mod63<a>"
"HINT1","<a href=""./htmls/PPI-STRING_Consensus_mod63.html"">PPI-STRING_Consensus_mod63<a>"
"HMX3","<a href=""./htmls/PPI-STRING_Consensus_mod63.html"">PPI-STRING_Consensus_mod63<a>"
"JARID2","<a href=""./htmls/PPI-STRING_Consensus_mod63.html"">PPI-STRING_Consensus_mod63<a>"
"KDM1A","<a href=""./htmls/PPI-STRING_Consensus_mod63.html"">PPI-STRING_Consensus_mod63<a>"
"KIAA0494","<a href=""./htmls/PPI-STRING_Consensus_mod63.html"">PPI-STRING_Consensus_mod63<a>"
"MBD1","<a href=""./htmls/PPI-STRING_Consensus_mod63.html"">PPI-STRING_Consensus_mod63<a>"
"MIER1","<a href=""./htmls/PPI-STRING_Consensus_mod63.html"">PPI-STRING_Consensus_mod63<a>"
"MNT","<a href=""./htmls/PPI-STRING_Consensus_mod63.html"">PPI-STRING_Consensus_mod63<a>"
"MXD1","<a href=""./htmls/PPI-STRING_Consensus_mod63.html"">PPI-STRING_Consensus_mod63<a>"
"MYCL1","<a href=""./htmls/PPI-STRING_Consensus_mod63.html"">PPI-STRING_Consensus_mod63<a>"
"MYCN","<a href=""./htmls/PPI-STRING_Consensus_mod63.html"">PPI-STRING_Consensus_mod63<a>"
"NDUFAF2","<a href=""./htmls/PPI-STRING_Consensus_mod63.html"">PPI-STRING_Consensus_mod63<a>"
"NKX3-2","<a href=""./htmls/PPI-STRING_Consensus_mod63.html"">PPI-STRING_Consensus_mod63<a>"
"PHF3","<a href=""./htmls/PPI-STRING_Consensus_mod63.html"">PPI-STRING_Consensus_mod63<a>"
"PML","<a href=""./htmls/PPI-STRING_Consensus_mod63.html"">PPI-STRING_Consensus_mod63<a>"
"PRAM1","<a href=""./htmls/PPI-STRING_Consensus_mod63.html"">PPI-STRING_Consensus_mod63<a>"
"PRDM1","<a href=""./htmls/PPI-STRING_Consensus_mod63.html"">PPI-STRING_Consensus_mod63<a>"
"PRRC2B","<a href=""./htmls/PPI-STRING_Consensus_mod63.html"">PPI-STRING_Consensus_mod63<a>"
"PRRC2C","<a href=""./htmls/PPI-STRING_Consensus_mod63.html"">PPI-STRING_Consensus_mod63<a>"
"RBM15","<a href=""./htmls/PPI-STRING_Consensus_mod63.html"">PPI-STRING_Consensus_mod63<a>"
"RCOR1","<a href=""./htmls/PPI-STRING_Consensus_mod63.html"">PPI-STRING_Consensus_mod63<a>"
"RCOR3","<a href=""./htmls/PPI-STRING_Consensus_mod63.html"">PPI-STRING_Consensus_mod63<a>"
"RFXAP","<a href=""./htmls/PPI-STRING_Consensus_mod63.html"">PPI-STRING_Consensus_mod63<a>"
"SAP25","<a href=""./htmls/PPI-STRING_Consensus_mod63.html"">PPI-STRING_Consensus_mod63<a>"
"SATB1","<a href=""./htmls/PPI-STRING_Consensus_mod63.html"">PPI-STRING_Consensus_mod63<a>"
"SMPDL3A","<a href=""./htmls/PPI-STRING_Consensus_mod63.html"">PPI-STRING_Consensus_mod63<a>"
"SNAI1","<a href=""./htmls/PPI-STRING_Consensus_mod63.html"">PPI-STRING_Consensus_mod63<a>"
"SOX2","<a href=""./htmls/PPI-STRING_Consensus_mod63.html"">PPI-STRING_Consensus_mod63<a>"
"SPRR2G","<a href=""./htmls/PPI-STRING_Consensus_mod63.html"">PPI-STRING_Consensus_mod63<a>"
"TBL1Y","<a href=""./htmls/PPI-STRING_Consensus_mod63.html"">PPI-STRING_Consensus_mod63<a>"
"THAP11","<a href=""./htmls/PPI-STRING_Consensus_mod63.html"">PPI-STRING_Consensus_mod63<a>"
"THAP7","<a href=""./htmls/PPI-STRING_Consensus_mod63.html"">PPI-STRING_Consensus_mod63<a>"
"TMEM171","<a href=""./htmls/PPI-STRING_Consensus_mod63.html"">PPI-STRING_Consensus_mod63<a>"
"TMEM71","<a href=""./htmls/PPI-STRING_Consensus_mod63.html"">PPI-STRING_Consensus_mod63<a>"
"TRIM27","<a href=""./htmls/PPI-STRING_Consensus_mod63.html"">PPI-STRING_Consensus_mod63<a>"
"UHRF1BP1","<a href=""./htmls/PPI-STRING_Consensus_mod63.html"">PPI-STRING_Consensus_mod63<a>"
"USF1","<a href=""./htmls/PPI-STRING_Consensus_mod63.html"">PPI-STRING_Consensus_mod63<a>"
"ZEB2","<a href=""./htmls/PPI-STRING_Consensus_mod63.html"">PPI-STRING_Consensus_mod63<a>"
"ZHX3","<a href=""./htmls/PPI-STRING_Consensus_mod63.html"">PPI-STRING_Consensus_mod63<a>"
"ZMYM2","<a href=""./htmls/PPI-STRING_Consensus_mod63.html"">PPI-STRING_Consensus_mod63<a>"
"ZMYM3","<a href=""./htmls/PPI-STRING_Consensus_mod63.html"">PPI-STRING_Consensus_mod63<a>"
"ZMYM4","<a href=""./htmls/PPI-STRING_Consensus_mod63.html"">PPI-STRING_Consensus_mod63<a>"
"ZMYND11","<a href=""./htmls/PPI-STRING_Consensus_mod63.html"">PPI-STRING_Consensus_mod63<a>"
"ZNF395","<a href=""./htmls/PPI-STRING_Consensus_mod63.html"">PPI-STRING_Consensus_mod63<a>"
"ANKS1B","<a href=""./htmls/PPI-STRING_Consensus_mod64.html"">PPI-STRING_Consensus_mod64<a>"
"APPBP2","<a href=""./htmls/PPI-STRING_Consensus_mod64.html"">PPI-STRING_Consensus_mod64<a>"
"CASKIN1","<a href=""./htmls/PPI-STRING_Consensus_mod64.html"">PPI-STRING_Consensus_mod64<a>"
"CAT","<a href=""./htmls/PPI-STRING_Consensus_mod64.html"">PPI-STRING_Consensus_mod64<a>"
"CNPY3","<a href=""./htmls/PPI-STRING_Consensus_mod64.html"">PPI-STRING_Consensus_mod64<a>"
"CTTNBP2","<a href=""./htmls/PPI-STRING_Consensus_mod64.html"">PPI-STRING_Consensus_mod64<a>"
"FAM19A4","<a href=""./htmls/PPI-STRING_Consensus_mod64.html"">PPI-STRING_Consensus_mod64<a>"
"FEM1A","<a href=""./htmls/PPI-STRING_Consensus_mod64.html"">PPI-STRING_Consensus_mod64<a>"
"FEM1C","<a href=""./htmls/PPI-STRING_Consensus_mod64.html"">PPI-STRING_Consensus_mod64<a>"
"FLII","<a href=""./htmls/PPI-STRING_Consensus_mod64.html"">PPI-STRING_Consensus_mod64<a>"
"FLRT1","<a href=""./htmls/PPI-STRING_Consensus_mod64.html"">PPI-STRING_Consensus_mod64<a>"
"FLRT2","<a href=""./htmls/PPI-STRING_Consensus_mod64.html"">PPI-STRING_Consensus_mod64<a>"
"FLRT3","<a href=""./htmls/PPI-STRING_Consensus_mod64.html"">PPI-STRING_Consensus_mod64<a>"
"KANK3","<a href=""./htmls/PPI-STRING_Consensus_mod64.html"">PPI-STRING_Consensus_mod64<a>"
"KANK4","<a href=""./htmls/PPI-STRING_Consensus_mod64.html"">PPI-STRING_Consensus_mod64<a>"
"LRCH2","<a href=""./htmls/PPI-STRING_Consensus_mod64.html"">PPI-STRING_Consensus_mod64<a>"
"LRCH3","<a href=""./htmls/PPI-STRING_Consensus_mod64.html"">PPI-STRING_Consensus_mod64<a>"
"LRCH4","<a href=""./htmls/PPI-STRING_Consensus_mod64.html"">PPI-STRING_Consensus_mod64<a>"
"LRIG1","<a href=""./htmls/PPI-STRING_Consensus_mod64.html"">PPI-STRING_Consensus_mod64<a>"
"LRIG2","<a href=""./htmls/PPI-STRING_Consensus_mod64.html"">PPI-STRING_Consensus_mod64<a>"
"LRRC3","<a href=""./htmls/PPI-STRING_Consensus_mod64.html"">PPI-STRING_Consensus_mod64<a>"
"LRRC3B","<a href=""./htmls/PPI-STRING_Consensus_mod64.html"">PPI-STRING_Consensus_mod64<a>"
"LRRC3C","<a href=""./htmls/PPI-STRING_Consensus_mod64.html"">PPI-STRING_Consensus_mod64<a>"
"LRRC7","<a href=""./htmls/PPI-STRING_Consensus_mod64.html"">PPI-STRING_Consensus_mod64<a>"
"NFKBIE","<a href=""./htmls/PPI-STRING_Consensus_mod64.html"">PPI-STRING_Consensus_mod64<a>"
"NPHP3","<a href=""./htmls/PPI-STRING_Consensus_mod64.html"">PPI-STRING_Consensus_mod64<a>"
"NRARP","<a href=""./htmls/PPI-STRING_Consensus_mod64.html"">PPI-STRING_Consensus_mod64<a>"
"NYX","<a href=""./htmls/PPI-STRING_Consensus_mod64.html"">PPI-STRING_Consensus_mod64<a>"
"PIDD","<a href=""./htmls/PPI-STRING_Consensus_mod64.html"">PPI-STRING_Consensus_mod64<a>"
"PPP1R12B","<a href=""./htmls/PPI-STRING_Consensus_mod64.html"">PPI-STRING_Consensus_mod64<a>"
"PPP1R12C","<a href=""./htmls/PPI-STRING_Consensus_mod64.html"">PPI-STRING_Consensus_mod64<a>"
"PPP1R16A","<a href=""./htmls/PPI-STRING_Consensus_mod64.html"">PPI-STRING_Consensus_mod64<a>"
"PPP1R16B","<a href=""./htmls/PPI-STRING_Consensus_mod64.html"">PPI-STRING_Consensus_mod64<a>"
"RUNDC3B","<a href=""./htmls/PPI-STRING_Consensus_mod64.html"">PPI-STRING_Consensus_mod64<a>"
"SCRIB","<a href=""./htmls/PPI-STRING_Consensus_mod64.html"">PPI-STRING_Consensus_mod64<a>"
"SHANK2","<a href=""./htmls/PPI-STRING_Consensus_mod64.html"">PPI-STRING_Consensus_mod64<a>"
"SHANK3","<a href=""./htmls/PPI-STRING_Consensus_mod64.html"">PPI-STRING_Consensus_mod64<a>"
"SLIT1","<a href=""./htmls/PPI-STRING_Consensus_mod64.html"">PPI-STRING_Consensus_mod64<a>"
"SLIT3","<a href=""./htmls/PPI-STRING_Consensus_mod64.html"">PPI-STRING_Consensus_mod64<a>"
"SNCAIP","<a href=""./htmls/PPI-STRING_Consensus_mod64.html"">PPI-STRING_Consensus_mod64<a>"
"TLR10","<a href=""./htmls/PPI-STRING_Consensus_mod64.html"">PPI-STRING_Consensus_mod64<a>"
"TLR7","<a href=""./htmls/PPI-STRING_Consensus_mod64.html"">PPI-STRING_Consensus_mod64<a>"
"TLR8","<a href=""./htmls/PPI-STRING_Consensus_mod64.html"">PPI-STRING_Consensus_mod64<a>"
"TLR9","<a href=""./htmls/PPI-STRING_Consensus_mod64.html"">PPI-STRING_Consensus_mod64<a>"
"TRPA1","<a href=""./htmls/PPI-STRING_Consensus_mod64.html"">PPI-STRING_Consensus_mod64<a>"
"TTC19","<a href=""./htmls/PPI-STRING_Consensus_mod64.html"">PPI-STRING_Consensus_mod64<a>"
"ACBD6","<a href=""./htmls/PPI-STRING_Consensus_mod65.html"">PPI-STRING_Consensus_mod65<a>"
"ANKDD1A","<a href=""./htmls/PPI-STRING_Consensus_mod65.html"">PPI-STRING_Consensus_mod65<a>"
"ANKDD1B","<a href=""./htmls/PPI-STRING_Consensus_mod65.html"">PPI-STRING_Consensus_mod65<a>"
"ANKK1","<a href=""./htmls/PPI-STRING_Consensus_mod65.html"">PPI-STRING_Consensus_mod65<a>"
"ANKRA2","<a href=""./htmls/PPI-STRING_Consensus_mod65.html"">PPI-STRING_Consensus_mod65<a>"
"ANKRD1","<a href=""./htmls/PPI-STRING_Consensus_mod65.html"">PPI-STRING_Consensus_mod65<a>"
"ANKRD16","<a href=""./htmls/PPI-STRING_Consensus_mod65.html"">PPI-STRING_Consensus_mod65<a>"
"ANKRD2","<a href=""./htmls/PPI-STRING_Consensus_mod65.html"">PPI-STRING_Consensus_mod65<a>"
"ANKRD22","<a href=""./htmls/PPI-STRING_Consensus_mod65.html"">PPI-STRING_Consensus_mod65<a>"
"ANKRD23","<a href=""./htmls/PPI-STRING_Consensus_mod65.html"">PPI-STRING_Consensus_mod65<a>"
"ANKRD28","<a href=""./htmls/PPI-STRING_Consensus_mod65.html"">PPI-STRING_Consensus_mod65<a>"
"ANKRD29","<a href=""./htmls/PPI-STRING_Consensus_mod65.html"">PPI-STRING_Consensus_mod65<a>"
"ANKRD30BL","<a href=""./htmls/PPI-STRING_Consensus_mod65.html"">PPI-STRING_Consensus_mod65<a>"
"ANKRD39","<a href=""./htmls/PPI-STRING_Consensus_mod65.html"">PPI-STRING_Consensus_mod65<a>"
"ANKRD44","<a href=""./htmls/PPI-STRING_Consensus_mod65.html"">PPI-STRING_Consensus_mod65<a>"
"ANKRD46","<a href=""./htmls/PPI-STRING_Consensus_mod65.html"">PPI-STRING_Consensus_mod65<a>"
"ANKRD49","<a href=""./htmls/PPI-STRING_Consensus_mod65.html"">PPI-STRING_Consensus_mod65<a>"
"ANKRD52","<a href=""./htmls/PPI-STRING_Consensus_mod65.html"">PPI-STRING_Consensus_mod65<a>"
"ANKRD54","<a href=""./htmls/PPI-STRING_Consensus_mod65.html"">PPI-STRING_Consensus_mod65<a>"
"ANKRD61","<a href=""./htmls/PPI-STRING_Consensus_mod65.html"">PPI-STRING_Consensus_mod65<a>"
"ANKRD65","<a href=""./htmls/PPI-STRING_Consensus_mod65.html"">PPI-STRING_Consensus_mod65<a>"
"ANKRD7","<a href=""./htmls/PPI-STRING_Consensus_mod65.html"">PPI-STRING_Consensus_mod65<a>"
"ASB1","<a href=""./htmls/PPI-STRING_Consensus_mod65.html"">PPI-STRING_Consensus_mod65<a>"
"ASB10","<a href=""./htmls/PPI-STRING_Consensus_mod65.html"">PPI-STRING_Consensus_mod65<a>"
"ASB11","<a href=""./htmls/PPI-STRING_Consensus_mod65.html"">PPI-STRING_Consensus_mod65<a>"
"ASB12","<a href=""./htmls/PPI-STRING_Consensus_mod65.html"">PPI-STRING_Consensus_mod65<a>"
"ASB13","<a href=""./htmls/PPI-STRING_Consensus_mod65.html"">PPI-STRING_Consensus_mod65<a>"
"ASB14","<a href=""./htmls/PPI-STRING_Consensus_mod65.html"">PPI-STRING_Consensus_mod65<a>"
"ASB3","<a href=""./htmls/PPI-STRING_Consensus_mod65.html"">PPI-STRING_Consensus_mod65<a>"
"ASB4","<a href=""./htmls/PPI-STRING_Consensus_mod65.html"">PPI-STRING_Consensus_mod65<a>"
"ASB5","<a href=""./htmls/PPI-STRING_Consensus_mod65.html"">PPI-STRING_Consensus_mod65<a>"
"ASB7","<a href=""./htmls/PPI-STRING_Consensus_mod65.html"">PPI-STRING_Consensus_mod65<a>"
"ASB8","<a href=""./htmls/PPI-STRING_Consensus_mod65.html"">PPI-STRING_Consensus_mod65<a>"
"ASB9","<a href=""./htmls/PPI-STRING_Consensus_mod65.html"">PPI-STRING_Consensus_mod65<a>"
"BCL3","<a href=""./htmls/PPI-STRING_Consensus_mod65.html"">PPI-STRING_Consensus_mod65<a>"
"CDKN2C","<a href=""./htmls/PPI-STRING_Consensus_mod65.html"">PPI-STRING_Consensus_mod65<a>"
"CDKN2D","<a href=""./htmls/PPI-STRING_Consensus_mod65.html"">PPI-STRING_Consensus_mod65<a>"
"FANK1","<a href=""./htmls/PPI-STRING_Consensus_mod65.html"">PPI-STRING_Consensus_mod65<a>"
"GABPB1","<a href=""./htmls/PPI-STRING_Consensus_mod65.html"">PPI-STRING_Consensus_mod65<a>"
"NFKBID","<a href=""./htmls/PPI-STRING_Consensus_mod65.html"">PPI-STRING_Consensus_mod65<a>"
"OSTF1","<a href=""./htmls/PPI-STRING_Consensus_mod65.html"">PPI-STRING_Consensus_mod65<a>"
"PPP1R27","<a href=""./htmls/PPI-STRING_Consensus_mod65.html"">PPI-STRING_Consensus_mod65<a>"
"RFXANK","<a href=""./htmls/PPI-STRING_Consensus_mod65.html"">PPI-STRING_Consensus_mod65<a>"
"AACS","<a href=""./htmls/PPI-STRING_Consensus_mod66.html"">PPI-STRING_Consensus_mod66<a>"
"AADAC","<a href=""./htmls/PPI-STRING_Consensus_mod66.html"">PPI-STRING_Consensus_mod66<a>"
"AADACL2","<a href=""./htmls/PPI-STRING_Consensus_mod66.html"">PPI-STRING_Consensus_mod66<a>"
"AADACL3","<a href=""./htmls/PPI-STRING_Consensus_mod66.html"">PPI-STRING_Consensus_mod66<a>"
"AADACL4","<a href=""./htmls/PPI-STRING_Consensus_mod66.html"">PPI-STRING_Consensus_mod66<a>"
"AASDHPPT","<a href=""./htmls/PPI-STRING_Consensus_mod66.html"">PPI-STRING_Consensus_mod66<a>"
"ABCD1","<a href=""./htmls/PPI-STRING_Consensus_mod66.html"">PPI-STRING_Consensus_mod66<a>"
"ABCD2","<a href=""./htmls/PPI-STRING_Consensus_mod66.html"">PPI-STRING_Consensus_mod66<a>"
"ABCD3","<a href=""./htmls/PPI-STRING_Consensus_mod66.html"">PPI-STRING_Consensus_mod66<a>"
"ACACA","<a href=""./htmls/PPI-STRING_Consensus_mod66.html"">PPI-STRING_Consensus_mod66<a>"
"ACACB","<a href=""./htmls/PPI-STRING_Consensus_mod66.html"">PPI-STRING_Consensus_mod66<a>"
